Freq.	V(v2)
1.58489319246112e+002	(-6.04633175338751e+000dB,9.02025350322158e+001°)
1.99526231496889e+002	(-4.26609884951510e+000dB,7.70971054752489e+001°)
2.51188643150959e+002	(-2.92069995329697e+000dB,6.46337539774402e+001°)
3.16227766016839e+002	(-1.95051322162396e+000dB,5.33204097191535e+001°)
3.98107170553498e+002	(-1.27758924894302e+000dB,4.34379870295884e+001°)
5.01187233627274e+002	(-8.24583388851537e-001dB,3.50538682343925e+001°)
6.30957344480195e+002	(-5.26141078988396e-001dB,2.80861393497482e+001°)
7.94328234724284e+002	(-3.32444731390580e-001dB,2.23732515698479e+001°)
1.00000000000000e+003	(-2.07991326338076e-001dB,1.77258872308738e+001°)
1.25892541179417e+003	(-1.28564975422333e-001dB,1.39576259960651e+001°)
1.58489319246112e+003	(-7.81120599039810e-002dB,1.08995760339504e+001°)
1.99526231496889e+003	(-4.61860575348358e-002dB,8.40520143364722e+000°)
2.51188643150959e+003	(-2.60748681381090e-002dB,6.34997103718659e+000°)
3.16227766016839e+003	(-1.35094445089751e-002dB,4.62863793524825e+000°)
3.98107170553499e+003	(-5.80637692028558e-003dB,3.15165259953031e+000°)
5.01187233627274e+003	(-1.31456307409626e-003dB,1.84142365412322e+000°)
6.30957344480195e+003	(9.30710942899613e-004dB,6.28706923716737e-001°)
7.94328234724284e+003	(1.41161834844360e-003dB,-5.50820888498112e-001°)
1.00000000000000e+004	(2.29630222697998e-004dB,-1.75985974049809e+000°)
1.25892541179417e+004	(-2.87468988600570e-003dB,-3.06276758083835e+000°)
1.58489319246112e+004	(-8.58154736277754e-003dB,-4.52897014750709e+000°)
1.99526231496889e+004	(-1.81477486154124e-002dB,-6.23666673112673e+000°)
2.51188643150959e+004	(-3.36998645667388e-002dB,-8.27701639156080e+000°)
3.16227766016839e+004	(-5.87460514075103e-002dB,-1.07589854548845e+001°)
3.98107170553499e+004	(-9.90577657210530e-002dB,-1.38149499622919e+001°)
5.01187233627274e+004	(-1.64196853025036e-001dB,-1.76067748479447e+001°)
6.30957344480196e+004	(-2.70167481516560e-001dB,-2.23308596390882e+001°)
7.94328234724285e+004	(-4.43914961514144e-001dB,-2.82171162486471e+001°)
1.00000000000000e+005	(-7.30291612203267e-001dB,-3.55083598772035e+001°)
Step Information: X=20  (Run: 2/5)
1.00000000000000e-002	(-1.62003593191378e+002dB,-9.13458408378253e+001°)
1.25892541179417e-002	(-1.56242762327241e+002dB,-1.04207892067807e+002°)
1.58489319246111e-002	(-1.50914421725968e+002dB,-1.16444676914342e+002°)
1.99526231496888e-002	(-1.45957977842366e+002dB,-1.27547787237355e+002°)
2.51188643150958e-002	(-1.41295353961480e+002dB,-1.37237868754432e+002°)
3.16227766016838e-002	(-1.36849653280380e+002dB,-1.45447909009553e+002°)
3.98107170553497e-002	(-1.32556188814963e+002dB,-1.52257963267607e+002°)
5.01187233627273e-002	(-1.28365788918378e+002dB,-1.57825794552196e+002°)
6.30957344480194e-002	(-1.24243471507782e+002dB,-1.62335653142607e+002°)
7.94328234724282e-002	(-1.20165400218145e+002dB,-1.65968093378611e+002°)
1.00000000000000e-001	(-1.16115779930537e+002dB,-1.68885547085939e+002°)
1.25892541179417e-001	(-1.12084329907824e+002dB,-1.71227464502442e+002°)
1.58489319246111e-001	(-1.08064435131385e+002dB,-1.73110463564688e+002°)
1.99526231496888e-001	(-1.04051870973613e+002dB,-1.74630723269906e+002°)
2.51188643150958e-001	(-1.00043953344095e+002dB,-1.75867136756715e+002°)
3.16227766016838e-001	(-9.60389843600360e+001dB,-1.76884507807290e+002°)
3.98107170553498e-001	(-9.20358959085956e+001dB,-1.77736492374172e+002°)
5.01187233627273e-001	(-8.80340231169838e+001dB,-1.78468198547660e+002°)
6.30957344480194e-001	(-8.40329624454416e+001dB,-1.79118458735421e+002°)
7.94328234724282e-001	(-8.00324852215768e+001dB,-1.79721831510212e+002°)
1.00000000000000e+000	(-7.60324885304114e+001dB,1.79689592779656e+002°)
1.25892541179417e+000	(-7.20329730856292e+001dB,1.79084503637645e+002°)
1.58489319246112e+000	(-6.80340433831430e+001dB,1.78430719542176e+002°)
1.99526231496888e+000	(-6.40359301696907e+001dB,1.77693494832335e+002°)
2.51188643150958e+000	(-6.00390399974268e+001dB,1.76833704417669e+002°)
3.16227766016838e+000	(-5.60440423321730e+001dB,1.75805826936458e+002°)
3.98107170553498e+000	(-5.20520124327819e+001dB,1.74555651758980e+002°)
5.01187233627273e+000	(-4.80646593758671e+001dB,1.73017651848539e+002°)
6.30957344480194e+000	(-4.40846847908845e+001dB,1.71112008392809e+002°)
7.94328234724283e+000	(-4.01163406806862e+001dB,1.68741374170292e+002°)
1.00000000000000e+001	(-3.61662844574235e+001dB,1.65787676035944e+002°)
1.25892541179417e+001	(-3.22448616481657e+001dB,1.62109677980854e+002°)
1.58489319246112e+001	(-2.83679642944003e+001dB,1.57542799731331e+002°)
1.99526231496888e+001	(-2.45595688259934e+001dB,1.51903973342967e+002°)
2.51188643150959e+001	(-2.08548486147696e+001dB,1.45006120750953e+002°)
3.16227766016839e+001	(-1.73032128295553e+001dB,1.36688454525660e+002°)
3.98107170553498e+001	(-1.39695965664167e+001dB,1.26867836780970e+002°)
5.01187233627273e+001	(-1.09310715738442e+001dB,1.15608111537376e+002°)
6.30957344480195e+001	(-8.26569432670273e+000dB,1.03184825081662e+002°)
7.94328234724284e+001	(-6.03375524076343e+000dB,9.01005542493224e+001°)
1.00000000000000e+002	(-4.25842812094713e+000dB,7.70105027230016e+001°)
1.25892541179417e+002	(-2.91724741553907e+000dB,6.45712020022835e+001°)
1.58489319246112e+002	(-1.95037927270393e+000dB,5.32884827579047e+001°)
1.99526231496889e+002	(-1.27988932448875e+000dB,4.34415358894086e+001°)
2.51188643150959e+002	(-8.28578401636901e-001dB,3.50970374360975e+001°)
3.16227766016839e+002	(-5.31272543275301e-001dB,2.81734670183046e+001°)
3.98107170553498e+002	(-3.38315458171403e-001dB,2.25106019023544e+001°)
5.01187233627274e+002	(-2.14327378846552e-001dB,1.79212140481475e+001°)
6.30957344480195e+002	(-1.35177629055321e-001dB,1.42216619749571e+001°)
7.94328234724284e+002	(-8.48660302560907e-002dB,1.12465513017782e+001°)
1.00000000000000e+003	(-5.29740159148740e-002dB,8.85367979498855e+000°)
1.25892541179417e+003	(-3.27957895129080e-002dB,6.92387950588408e+000°)
1.58489319246112e+003	(-2.00474060344588e-002dB,5.35856215281252e+000°)
1.99526231496889e+003	(-1.20057589716727e-002dB,4.07647682254196e+000°)
2.51188643150959e+003	(-6.94649729106063e-003dB,3.01040792517080e+000°)
3.16227766016839e+003	(-3.78214508681095e-003dB,2.10411512953956e+000°)
3.98107170553499e+003	(-1.83150358609853e-003dB,1.30960014628319e+000°)
5.01187233627274e+003	(-6.74272022438308e-004dB,5.84681562521793e-001°)
6.30957344480195e+003	(-6.10031107509685e-005dB,-1.09187445459845e-001°)
7.94328234724284e+003	(1.40429654105027e-004dB,-8.08943270473086e-001°)
1.00000000000000e+004	(-2.68738883079579e-005dB,-1.55187158933042e+000°)
1.25892541179417e+004	(-5.99882589921459e-004dB,-2.37760337528857e+000°)
1.58489319246112e+004	(-1.70439216469302e-003dB,-3.33025856277970e+000°)
1.99526231496889e+004	(-3.58409652927860e-003dB,-4.46086761153717e+000°)
2.51188643150959e+004	(-6.65798584580618e-003dB,-5.83023447172477e+000°)
3.16227766016839e+004	(-1.16227967100688e-002dB,-7.51246176784808e+000°)
3.98107170553499e+004	(-1.96334411890140e-002dB,-9.59945632051981e+000°)
5.01187233627274e+004	(-3.26272137210090e-002dB,-1.22068939141606e+001°)
6.30957344480196e+004	(-5.39279234702504e-002dB,-1.54823690616009e+001°)
7.94328234724285e+004	(-8.94210236321979e-002dB,-1.96167576400406e+001°)
1.00000000000000e+005	(-1.49932440870655e-001dB,-2.48598773285670e+001°)
Step Information: X=1K  (Run: 3/5)
1.00000000000000e-002	(-9.40479035700138e+001dB,-9.10238104030550e+001°)
1.25892541179417e-002	(-8.82867572262030e+001dB,-1.04279870982478e+002°)
1.58489319246111e-002	(-8.29584087677399e+001dB,-1.16914514443911e+002°)
1.99526231496888e-002	(-7.80022629730441e+001dB,-1.28440499512006e+002°)
2.51188643150958e-002	(-7.33403074398961e+001dB,-1.38600968769340e+002°)
3.16227766016838e-002	(-6.88957895220219e+001dB,-1.47353923376268e+002°)
3.98107170553497e-002	(-6.46042772552235e+001dB,-1.54808263059890e+002°)
5.01187233627273e-002	(-6.04170196674282e+001dB,-1.61155928678534e+002°)
6.30957344480194e-002	(-5.62997111651473e+001dB,-1.66622436142911e+002°)
7.94328234724282e-002	(-5.22295920939823e+001dB,-1.71438760681312e+002°)
1.00000000000000e-001	(-4.81925726346801e+001dB,-1.75829337276593e+002°)
1.25892541179417e-001	(-4.41810639333009e+001dB,1.79990007603049e+002°)
1.58489319246111e-001	(-4.01926853403190e+001dB,1.75808847462128e+002°)
1.99526231496888e-001	(-3.62298407708012e+001dB,1.71416741845682e+002°)
2.51188643150958e-001	(-3.23001464434101e+001dB,1.66597827343420e+002°)
3.16227766016838e-001	(-2.84177278778070e+001dB,1.61127625945424e+002°)
3.98107170553498e-001	(-2.46053928081235e+001dB,1.54775148280309e+002°)
5.01187233627273e-001	(-2.08975096399199e+001dB,1.47314954777667e+002°)
6.30957344480194e-001	(-1.73429039648955e+001dB,1.38555363939133e+002°)
7.94328234724282e-001	(-1.40060800667793e+001dB,1.28388024547962e+002°)
1.00000000000000e+000	(-1.09638302907612e+001dB,1.16855827584884e+002°)
1.25892541179417e+000	(-8.29413299081123e+000dB,1.04216754221330e+002°)
1.58489319246112e+000	(-6.05744948333396e+000dB,9.09590488591414e+001°)
1.99526231496888e+000	(-4.27733654599023e+000dB,7.77271744944123e+001°)
2.51188643150958e+000	(-2.93177132385215e+000dB,6.51706713999267e+001°)
3.16227766016838e+000	(-1.96124159246418e+000dB,5.37914748332939e+001°)
3.98107170553498e+000	(-1.28792710058326e+000dB,4.38667294428013e+001°)
5.01187233627273e+000	(-8.34568785244029e-001dB,3.54618093374874e+001°)
6.30957344480194e+000	(-5.35844956418612e-001dB,2.84940924939659e+001°)
7.94328234724283e+000	(-3.41936384226482e-001dB,2.28023793058472e+001°)
1.00000000000000e+001	(-2.17323001308925e-001dB,1.81987202074977e+001°)
1.25892541179417e+001	(-1.37767411902710e-001dB,1.44991687344159e+001°)
1.58489319246112e+001	(-8.71937300911168e-002dB,1.15385749420563e+001°)
1.99526231496888e+001	(-5.51317255146435e-002dB,9.17563771319075e+000°)
2.51188643150959e+001	(-3.48409075008455e-002dB,7.29284925700857e+000°)
3.16227766016839e+001	(-2.20138350044642e-002dB,5.79415865061640e+000°)
3.98107170553498e+001	(-1.39107401984835e-002dB,4.60188045855411e+000°)
5.01187233627273e+001	(-8.79413703658267e-003dB,3.65359086255900e+000°)
6.30957344480195e+001	(-5.56422096594850e-003dB,2.89932724865881e+000°)
7.94328234724284e+001	(-3.52565353395170e-003dB,2.29919201913746e+000°)
1.00000000000000e+002	(-2.23914230469583e-003dB,1.82136108287394e+000°)
1.25892541179417e+002	(-1.42728529093380e-003dB,1.44045605194493e+000°)
1.58489319246112e+002	(-9.14959069789573e-004dB,1.13622636426173e+000°)
1.99526231496889e+002	(-5.91624081350750e-004dB,8.92487734032868e-001°)
2.51188643150959e+002	(-3.87506741662784e-004dB,6.96268739129578e-001°)
3.16227766016839e+002	(-2.58555557879625e-004dB,5.37124287330503e-001°)
3.98107170553498e+002	(-1.76939271804051e-004dB,4.06581503538501e-001°)
5.01187233627274e+002	(-1.25042128436278e-004dB,2.97689584079582e-001°)
6.30957344480195e+002	(-9.16625650467012e-005dB,2.04650174966246e-001°)
7.94328234724284e+002	(-6.95957695964434e-005dB,1.22508855371992e-001°)
1.00000000000000e+003	(-5.40786862750463e-005dB,4.68914291903392e-002°)
1.25892541179417e+003	(-4.17619745542902e-005dB,-2.62289529717462e-002°)
1.58489319246112e+003	(-2.99870796444975e-005dB,-1.00746211255744e-001°)
1.99526231496889e+003	(-1.62123949482522e-005dB,-1.80628698601221e-001°)
2.51188643150959e+003	(2.53533541605152e-006dB,-2.70130548482425e-001°)
3.16227766016839e+003	(3.03027797606739e-005dB,-3.74018272540262e-001°)
3.98107170553499e+003	(7.30834585190821e-005dB,-4.97824699841008e-001°)
5.01187233627274e+003	(1.40111360310954e-004dB,-6.48143833149596e-001°)
6.30957344480195e+003	(2.45853881384609e-004dB,-8.32982430118509e-001°)
7.94328234724284e+003	(4.13134063534647e-004dB,-1.06218724413937e+000°)
1.00000000000000e+004	(6.78055559696659e-004dB,-1.34797109997461e+000°)
1.25892541179417e+004	(1.09779210851594e-003dB,-1.70556666395986e+000°)
1.58489319246112e+004	(1.76291967426965e-003dB,-2.15404440978828e+000°)
1.99526231496889e+004	(2.81694508750896e-003dB,-2.71734170414990e+000°)
2.51188643150959e+004	(4.48722615752184e-003dB,-3.42556453384747e+000°)
3.16227766016839e+004	(7.13390622793595e-003dB,-4.31664462058244e+000°)
3.98107170553499e+004	(1.13272965683359e-002dB,-5.43846701364949e+000°)
5.01187233627274e+004	(1.79700825281762e-002dB,-6.85163520275699e+000°)
6.30957344480196e+004	(2.84898993721404e-002dB,-8.63312880295498e+000°)
7.94328234724285e+004	(4.51417118334189e-002dB,-1.08812654977546e+001°)
1.00000000000000e+005	(7.14797349534276e-002dB,-1.37226699744507e+001°)
Step Information: X=100K  (Run: 4/5)
1.00000000000000e-002	(-1.69377082974227e+001dB,-1.54587236423515e+002°)
1.25892541179417e-002	(-1.25069806299000e+001dB,1.79938429760409e+002°)
1.58489319246111e-002	(-8.94182938354792e+000dB,1.54466961480701e+002°)
1.99526231496888e-002	(-6.20519072937937e+000dB,1.30152459733640e+002°)
2.51188643150958e-002	(-4.19694834084842e+000dB,1.07924910576599e+002°)
3.16227766016838e-002	(-2.78068286216074e+000dB,8.83542765561821e+001°)
3.98107170553497e-002	(-1.81388055767591e+000dB,7.16386401336111e+001°)
5.01187233627273e-002	(-1.17010643631130e+000dB,5.76866358419723e+001°)
6.30957344480194e-002	(-7.49053739239935e-001dB,4.62324988077721e+001°)
7.94328234724282e-002	(-4.77064630809728e-001dB,3.69357251030512e+001°)
1.00000000000000e-001	(-3.02822038927967e-001dB,2.94473925581678e+001°)
1.25892541179417e-001	(-1.91805954083659e-001dB,2.34458507950588e+001°)
1.58489319246111e-001	(-1.21323232208108e-001dB,1.86514585342037e+001°)
1.99526231496888e-001	(-7.66759453060133e-002dB,1.48293559021417e+001°)
2.51188643150958e-001	(-4.84349562083101e-002dB,1.17863954331729e+001°)
3.16227766016838e-001	(-3.05879185958896e-002dB,9.36578234596400e+000°)
3.98107170553498e-001	(-1.93159485503644e-002dB,7.44125773436170e+000°)
5.01187233627273e-001	(-1.21993290850418e-002dB,5.91166514031693e+000°)
6.30957344480194e-001	(-7.70725731262092e-003dB,4.69621695970399e+000°)
7.94328234724282e-001	(-4.87223911731619e-003dB,3.73052178833348e+000°)
1.00000000000000e+000	(-3.08317977404114e-003dB,2.96332120288960e+000°)
1.25892541179417e+000	(-1.95424662748956e-003dB,2.35384340359403e+000°)
1.58489319246112e+000	(-1.24189296416487e-003dB,1.86967380449899e+000°)
1.99526231496888e+000	(-7.92410265469940e-004dB,1.48504982846005e+000°)
2.51188643150958e+000	(-5.08798712137168e-004dB,1.17949948263827e+000°)
3.16227766016838e+000	(-3.29849063526670e-004dB,9.36756428225325e-001°)
3.98107170553498e+000	(-2.16938312266140e-004dB,7.43896384533122e-001°)
5.01187233627273e+000	(-1.45695953859565e-004dB,5.90650190249198e-001°)
6.30957344480194e+000	(-1.00744821195287e-004dB,4.68857597958436e-001°)
7.94328234724283e+000	(-7.23824008177409e-005dB,3.72033044426758e-001°)
1.00000000000000e+001	(-5.44867337148121e-005dB,2.95020437719113e-001°)
1.25892541179417e+001	(-4.31950642376470e-005dB,2.33718660207591e-001°)
1.58489319246112e+001	(-3.60700929099778e-005dB,1.84863211055674e-001°)
1.99526231496888e+001	(-3.15738961670715e-005dB,1.45852380671017e-001°)
2.51188643150959e+001	(-2.87359696391607e-005dB,1.14608710720719e-001°)
3.16227766016839e+001	(-2.69437462315259e-005dB,8.94683671812276e-002°)
3.98107170553498e+001	(-2.58103738890224e-005dB,6.90925377562908e-002°)
5.01187233627273e+001	(-2.50912137201043e-005dB,5.23961365667472e-002°)
6.30957344480195e+001	(-2.46310346850018e-005dB,3.84900200352249e-002°)
7.94328234724284e+001	(-2.43305068793105e-005dB,2.66336370807394e-002°)
1.00000000000000e+002	(-2.41247612506119e-005dB,1.61955922387108e-002°)
1.25892541179417e+002	(-2.39693874783639e-005dB,6.62002163070125e-003°)
1.58489319246112e+002	(-2.38308480524368e-005dB,-2.60300877855787e-003°)
1.99526231496889e+002	(-2.36792391960030e-005dB,-1.19646590194027e-002°)
2.51188643150959e+002	(-2.34818360214802e-005dB,-2.19634711943205e-002°)
3.16227766016839e+002	(-2.31960289580647e-005dB,-3.31319187074658e-002°)
3.98107170553498e+002	(-2.27601264166419e-005dB,-4.60647625118489e-002°)
5.01187233627274e+002	(-2.20800386315589e-005dB,-6.14507244960142e-002°)
6.30957344480195e+002	(-2.10089683498546e-005dB,-8.01091648312194e-002°)
7.94328234724284e+002	(-1.93157245953741e-005dB,-1.03033716677982e-001°)
1.00000000000000e+003	(-1.66348201950688e-005dB,-1.31445202351025e-001°)
1.25892541179417e+003	(-1.23875814452273e-005dB,-1.66856649703874e-001°)
1.58489319246112e+003	(-5.65724194424016e-006dB,-2.11153872653685e-001°)
1.99526231496889e+003	(5.00893970993655e-006dB,-2.66695910168079e-001°)
2.51188643150959e+003	(2.19132495336090e-005dB,-3.36440678671442e-001°)
3.16227766016839e+003	(4.87044541762213e-005dB,-4.24102541720587e-001°)
3.98107170553499e+003	(9.11653547849484e-005dB,-5.34350212853491e-001°)
5.01187233627274e+003	(1.58460921533282e-004dB,-6.73055580031441e-001°)
6.30957344480195e+003	(2.65116340723880e-004dB,-8.47606800998306e-001°)
7.94328234724284e+003	(4.34151739891573e-004dB,-1.06730253960422e+000°)
1.00000000000000e+004	(7.02049727441575e-004dB,-1.34384872988650e+000°)
1.25892541179417e+004	(1.12662674791287e-003dB,-1.69198510523845e+000°)
1.58489319246112e+004	(1.79950415935881e-003dB,-2.13027642005245e+000°)
1.99526231496889e+004	(2.86586305022087e-003dB,-2.68211361820276e+000°)
2.51188643150959e+004	(4.55572707545784e-003dB,-3.37698449200487e+000°)
3.16227766016839e+004	(7.23347582547931e-003dB,-4.25209393971042e+000°)
3.98107170553499e+004	(1.14761502786121e-002dB,-5.35444497569024e+000°)
5.01187233627274e+004	(1.81971339331945e-002dB,-6.74354108374327e+000°)
6.30957344480196e+004	(2.88410964517814e-002dB,-8.49495359251475e+000°)
7.94328234724285e+004	(4.56902070829315e-002dB,-1.07051445841014e+001°)
1.00000000000000e+005	(7.23423616069475e-002dB,-1.34982069188021e+001°)
Step Information: X=200K  (Run: 5/5)
1.00000000000000e-002	(-1.02358573087100e+001dB,1.66720386243831e+002°)
1.25892541179417e-002	(-7.13323700360985e+000dB,1.41221369993899e+002°)
1.58489319246111e-002	(-4.83755887048034e+000dB,1.17549307343794e+002°)
1.99526231496888e-002	(-3.21026903081669e+000dB,9.64836552117075e+001°)
2.51188643150958e-002	(-2.09607439449711e+000dB,7.83644129286958e+001°)
3.16227766016838e-002	(-1.35288539616445e+000dB,6.31727203985897e+001°)
3.98107170553497e-002	(-8.66339332367999e-001dB,5.06653342406619e+001°)
5.01187233627273e-002	(-5.51867543071358e-001dB,4.04955135548403e+001°)
6.30957344480194e-002	(-3.50343518355665e-001dB,3.22947468912091e+001°)
7.94328234724282e-002	(-2.21920311164514e-001dB,2.57175746836682e+001°)
1.00000000000000e-001	(-1.40376316552795e-001dB,2.04609961777492e+001°)
1.25892541179417e-001	(-8.87184819595512e-002dB,1.62692635750024e+001°)
1.58489319246111e-001	(-5.60415883530953e-002dB,1.29314344595600e+001°)
1.99526231496888e-001	(-3.53906724452810e-002dB,1.02759651438676e+001°)
2.51188643150958e-001	(-2.23475754612238e-002dB,8.16457012041457e+000°)
3.16227766016838e-001	(-1.41126534610595e-002dB,6.48638286093239e+000°)
3.98107170553498e-001	(-8.91466294540983e-003dB,5.15282379739832e+000°)
5.01187233627273e-001	(-5.63411365227343e-003dB,4.09327252816928e+000°)
6.30957344480194e-001	(-3.56389282146045e-003dB,3.25150296432508e+000°)
7.94328234724282e-001	(-2.25753871407112e-003dB,2.58278753642289e+000°)
1.00000000000000e+000	(-1.43323200904431e-003dB,2.05156470939902e+000°)
1.25892541179417e+000	(-9.13108540855865e-004dB,1.62956999527769e+000°)
1.58489319246112e+000	(-5.84924415464468e-004dB,1.29434320050503e+000°)
1.99526231496888e+000	(-3.77850880904158e-004dB,1.02803857319117e+000°)
2.51188643150958e+000	(-2.47194972012229e-004dB,8.16477577163414e-001°)
3.16227766016838e+000	(-1.64756120571078e-004dB,6.48395399881180e-001°)
3.98107170553498e+000	(-1.12740485228289e-004dB,5.14841845363953e-001°)
5.01187233627273e+000	(-7.99207135719667e-005dB,4.08705097212116e-001°)
6.30957344480194e+000	(-5.92127399561518e-005dB,3.24333185722412e-001°)
7.94328234724283e+000	(-4.61467768598548e-005dB,2.57233098763997e-001°)
1.00000000000000e+001	(-3.79025449145569e-005dB,2.03831562053152e-001°)
1.25892541179417e+001	(-3.27005285216791e-005dB,1.61284774104045e-001°)
1.58489319246112e+001	(-2.94178721745487e-005dB,1.27326975877360e-001°)
1.99526231496888e+001	(-2.73460136990427e-005dB,1.00149797087968e-001°)
2.51188643150959e+001	(-2.60377417429996e-005dB,7.83059570197438e-002°)
3.16227766016839e+001	(-2.52106652678046e-005dB,6.06321931169773e-002°)
3.98107170553498e+001	(-2.46862594225413e-005dB,4.61873137966224e-002°)
5.01187233627273e+001	(-2.43513309528509e-005dB,3.42020769579418e-002°)
6.30957344480195e+001	(-2.41335853970025e-005dB,2.40382252324864e-002°)
7.94328234724284e+001	(-2.39860222309423e-005dB,1.51544965498259e-002°)
1.00000000000000e+002	(-2.38767899020910e-005dB,7.07780000660964e-003°)
1.25892541179417e+002	(-2.37823105195337e-005dB,-6.21977927417589e-004°)
1.58489319246112e+002	(-2.36821906767676e-005dB,-8.35487851730008e-003°)
1.99526231496889e+002	(-2.35548194726041e-005dB,-1.65327069616158e-002°)
2.51188643150959e+002	(-2.33727037279623e-005dB,-2.55909625428021e-002°)
3.16227766016839e+002	(-2.30965336771512e-005dB,-3.60120306003123e-002°)
3.98107170553498e+002	(-2.26666978843281e-005dB,-4.83508714075347e-002°)
5.01187233627274e+002	(-2.19904160920175e-005dB,-6.32645740280031e-002°)
6.30957344480195e+002	(-2.09217125721090e-005dB,-8.15473490996080e-002°)
7.94328234724284e+002	(-1.92299072161355e-005dB,-1.04172824236708e-001°)
1.00000000000000e+003	(-1.65498233457633e-005dB,-1.32345894826299e-001°)
1.25892541179417e+003	(-1.23029643361755e-005dB,-1.67566892244458e-001°)
1.58489319246112e+003	(-5.57264579002963e-006dB,-2.11711488245042e-001°)
1.99526231496889e+003	(5.09386920907710e-006dB,-2.67130593834466e-001°)
2.51188643150959e+003	(2.19989386012886e-005dB,-3.36775578824712e-001°)
3.16227766016839e+003	(4.87914930034662e-005dB,-4.24355492858573e-001°)
3.98107170553499e+003	(9.12546249024579e-005dB,-5.34534685234330e-001°)
5.01187233627274e+003	(1.58553786118478e-004dB,-6.73181396858863e-001°)
6.30957344480195e+003	(2.65214938835624e-004dB,-8.47680661233621e-001°)
7.94328234724284e+003	(4.34259448247709e-004dB,-1.06732837409299e+000°)
1.00000000000000e+004	(7.02171889331761e-004dB,-1.34382790945828e+000°)
1.25892541179417e+004	(1.12677182681771e-003dB,-1.69191651124953e+000°)
1.58489319246112e+004	(1.79968556633189e-003dB,-2.13015637990628e+000°)
1.99526231496889e+004	(2.86610204006269e-003dB,-2.68193569997353e+000°)
2.51188643150959e+004	(4.55605733821725e-003dB,-3.37673914235015e+000°)
3.16227766016839e+004	(7.23395076781326e-003dB,-4.25176793603585e+000°)
3.98107170553499e+004	(1.14768545755418e-002dB,-5.35402064385508e+000°)
5.01187233627274e+004	(1.81982018697844e-002dB,-6.74299520043084e+000°)
6.30957344480196e+004	(2.88427410833989e-002dB,-8.49425583482327e+000°)
